,date,PM2.5,SO2,CO,NH3
757,2020-01-28,101.49,13.04,1.55,38.13
758,2020-01-29,73.73,10.81,1.36,36.11
759,2020-01-30,82.59,9.8,1.13,31.48
760,2020-01-31,89.68,10.64,1.4,34.05
761,2020-01-02,98.45,11.13,1.66,40.92
762,2020-02-02,115.58,11.39,1.57,35.41
763,2020-03-02,130.31,13.86,2.53,50.92
764,2020-04-02,194.65,25.13,3.74,74.89
765,2020-05-02,138.64,18.34,1.65,38.22
766,2020-06-02,116.53,13.57,1.73,36.05
767,2020-07-02,152.98,21.26,2.15,48.27
768,2020-08-02,144.17,17.62,1.51,31.87
769,2020-09-02,130.96,21.59,1.77,36.03
770,2020-10-02,109.94,18.24,2.74,50.1
771,2020-11-02,153.2,19.88,3.26,60.97
772,2020-12-02,154.54,21.79,1.9,36.82
773,2020-02-13,79.66,26.84,1.3,29.93
774,2020-02-14,62.84,21.68,1.19,32.07
775,2020-02-15,70.85,29.69,1.39,35.36
776,2020-02-16,113.78,27.42,2.15,46.07
777,2020-02-17,143.0,28.1,2.35,51.19
778,2020-02-18,117.47,37.32,3.41,48.99
779,2020-02-19,136.61,29.27,5.17,80.79
780,2020-02-20,132.62,18.68,1.33,44.6
781,2020-02-21,79.54,13.4,0.74,35.13
782,2020-02-22,138.85,19.71,1.65,46.44
783,2020-02-23,209.12,18.3,0.96,42.07
784,2020-02-24,146.84,19.7,0.81,41.99
785,2020-02-25,192.54,22.38,1.09,42.99
786,2020-02-26,167.53,19.36,1.55,53.96
787,2020-02-27,148.71,12.31,1.04,49.72
788,2020-02-28,95.22,9.42,0.87,47.77
789,2020-02-29,70.51,10.71,0.98,48.67
790,2020-01-03,56.09,12.0,1.43,53.85
791,2020-02-03,128.81,17.46,2.65,71.66
792,2020-03-03,106.42,14.76,1.28,57.98
793,2020-04-03,107.18,19.74,1.49,65.44
794,2020-05-03,39.48,10.52,0.69,48.68
795,2020-06-03,26.71,6.56,0.56,42.69
796,2020-07-03,59.96,6.58,0.85,43.15
797,2020-08-03,78.03,8.86,0.85,47.03
798,2020-09-03,50.87,10.44,0.43,38.6
799,2020-10-03,83.59,19.3,0.55,41.09
800,2020-11-03,76.63,13.2,0.6,48.02
801,2020-12-03,92.73,13.48,1.09,55.33
802,2020-03-13,57.58,13.88,0.56,42.58
803,2020-03-14,57.07,7.53,0.4,28.28
804,2020-03-15,63.0,14.04,0.43,29.73
805,2020-03-16,56.95,13.41,0.83,28.58
806,2020-03-17,67.15,15.48,0.83,29.2
807,2020-03-18,71.45,15.86,1.47,31.55
808,2020-03-19,109.89,19.24,2.31,31.97
809,2020-03-20,121.56,28.39,3.46,36.93
810,2020-03-21,102.95,21.13,2.29,32.71
811,2020-03-22,87.54,18.85,0.85,30.45
812,2020-03-23,94.12,17.77,0.69,26.54
813,2020-03-24,94.0,17.86,0.91,24.19
814,2020-03-25,85.68,10.33,1.49,22.41
815,2020-03-26,47.37,13.05,1.0,24.35
816,2020-03-27,58.06,7.24,0.84,25.57
817,2020-03-28,60.0,8.15,0.8,23.93
818,2020-03-29,60.4,5.36,0.55,17.21
819,2020-03-30,54.28,9.71,0.71,12.57
820,2020-03-31,46.31,11.42,0.68,12.79
821,2020-01-04,51.54,11.93,0.78,10.88
822,2020-02-04,53.0,9.28,0.62,10.26
823,2020-03-04,47.61,10.33,0.81,12.01
824,2020-04-04,44.22,10.27,1.2,12.53
825,2020-05-04,49.93,18.33,1.63,11.27
826,2020-06-04,43.31,16.15,1.67,11.49
827,2020-07-04,36.33,14.98,1.03,12.51
828,2020-08-04,27.93,10.95,1.11,12.51
829,2020-09-04,38.62,16.61,1.54,12.3
830,2020-10-04,64.37,16.16,2.16,13.26
831,2020-11-04,70.9,20.12,2.39,13.58
832,2020-12-04,48.13,16.14,1.72,13.16
833,2020-04-13,79.47,25.45,2.34,12.08
834,2020-04-14,73.62,17.72,2.76,12.61
835,2020-04-15,126.77,16.5,2.94,13.72
836,2020-04-16,139.12,24.97,3.02,14.21
837,2020-04-17,55.98,14.88,2.15,12.03
838,2020-04-18,94.36,10.22,2.26,11.44
839,2020-04-19,148.64,10.08,2.46,11.72
840,2020-04-20,125.38,9.14,3.4,12.94
841,2020-04-21,128.39,12.4,2.7,11.69
842,2020-04-22,126.87,18.05,3.45,12.57
843,2020-04-23,127.54,17.38,3.47,12.53
844,2020-04-24,186.81,15.8,3.69,12.69
845,2020-04-25,147.64,9.61,2.97,12.58
846,2020-04-26,76.86,11.85,2.99,13.21
847,2020-04-27,213.5,6.92,2.76,12.01
848,2020-04-28,93.89,11.33,3.02,12.63
849,2020-04-29,66.28,12.94,3.35,14.57
850,2020-04-30,60.54,14.51,2.98,13.13
851,2020-01-05,70.71,14.51,2.9,13.07
852,2020-02-05,42.23,9.88,2.46,13.17
853,2020-03-05,39.87,8.73,2.43,13.02
854,2020-04-05,50.81,11.85,2.5,12.96
855,2020-05-05,91.0,17.65,2.99,12.09
856,2020-06-05,92.24,21.84,3.22,12.93
857,2020-07-05,68.29,15.68,2.72,11.21
858,2020-08-05,82.54,14.65,3.11,12.27
859,2020-09-05,83.808,13.49,3.31,12.85
860,2020-10-05,66.064,13.74,2.98,13.81
861,2020-11-05,63.92,5.89,2.48,10.71
862,2020-12-05,60.18,4.0,1.5,11.03
863,2020-05-13,90.01,5.36,1.76,12.56
864,2020-05-14,69.8,3.65,1.73,13.82
865,2020-05-15,65.95,5.19,1.35,12.97
866,2020-05-16,85.17,6.38,1.78,11.47
867,2020-05-17,95.73,6.74,2.33,12.78
868,2020-05-18,54.59,8.99,2.79,14.65
869,2020-05-19,101.58,8.07,3.47,15.43
870,2020-05-20,56.95,7.28,2.3,15.37
871,2020-05-21,63.31,6.79,2.5,15.64
872,2020-05-22,111.91,13.59,3.92,16.68
873,2020-05-23,83.37,6.45,3.54,18.0
874,2020-05-24,94.51,7.1,2.84,15.43
875,2020-05-25,92.34,9.31,3.03,16.18
876,2020-05-26,76.05,5.04,3.4,17.31
877,2020-05-27,65.15,5.95,2.81,12.18
878,2020-05-28,68.61,3.55,2.39,13.41
879,2020-05-29,45.23,2.69,2.16,17.75
880,2020-05-30,44.88,1.65,2.09,14.08
881,2020-05-31,43.01,1.31,1.88,12.51
882,2020-01-06,76.33,4.07,2.45,12.32
883,2020-02-06,76.58,2.72,2.23,17.03
884,2020-03-06,92.73,5.06,2.46,17.47
885,2020-04-06,102.28,5.46,2.8,20.21
886,2020-05-06,96.61,2.59,2.36,16.23
887,2020-06-06,87.55,1.85,2.15,15.88
888,2020-07-06,95.94,1.12,1.97,13.97
889,2020-08-06,103.91,4.07,2.37,16.74
890,2020-09-06,131.65,2.86,2.77,16.71
891,2020-10-06,122.66,3.08,2.75,17.1
892,2020-11-06,131.93,2.72,2.58,14.92
893,2020-12-06,108.86,2.47,2.63,13.19
894,2020-06-13,61.79,1.29,2.26,12.66
895,2020-06-14,84.43,1.62,2.4,11.4
896,2020-06-15,65.63,4.63,2.2,14.25
897,2020-06-16,52.06,4.94,2.16,12.83
898,2020-06-17,51.34,3.92,2.0,14.7
899,2020-06-18,52.81,3.25,2.08,10.9
900,2020-06-19,68.69,2.85,2.17,13.89
901,2020-06-20,40.34,3.56,1.84,13.18
902,2020-06-21,54.64,4.44,2.39,11.02
903,2020-06-22,58.63,4.67,2.58,11.87
904,2020-06-23,35.69,4.48,2.37,13.68
905,2020-06-24,51.9,3.11,2.63,15.49
906,2020-06-25,47.2,3.06,2.5,17.4
907,2020-06-26,68.38,3.13,2.47,15.74
908,2020-06-27,48.49,3.1,1.96,13.58
909,2020-06-28,60.37,3.08,2.3,14.8
910,2020-06-29,58.78,3.06,2.46,16.3
911,2020-06-30,57.0,3.21,2.63,15.6
912,2020-01-07,70.48,3.98,2.8,15.28
913,2020-02-07,83.19,5.02,2.68,12.21
914,2020-03-07,96.18,5.09,2.77,13.78
915,2020-04-07,67.81,5.05,2.33,11.59
916,2020-05-07,54.23,4.95,2.03,10.88
917,2020-06-07,58.64,5.04,2.56,12.42
918,2020-07-07,37.8,5.01,2.1,11.35
919,2020-08-07,39.22,4.92,2.26,11.06
920,2020-09-07,46.2,4.84,2.14,13.1
921,2020-10-07,45.35,4.49,2.51,11.92
922,2020-11-07,46.85,4.37,2.92,12.86
923,2020-12-07,44.6,4.15,2.75,11.1
924,2020-07-13,44.6,4.08,3.02,12.89
925,2020-07-14,54.72,4.23,2.21,13.31
926,2020-07-15,69.08,4.58,1.45,14.15
927,2020-07-16,54.15,4.9,1.52,16.12
928,2020-07-17,62.27,4.28,1.64,17.0
929,2020-07-18,64.86,4.25,1.44,13.69
930,2020-07-19,55.84,4.69,1.54,11.87
931,2020-07-20,46.25,4.12,1.32,11.99
932,2020-07-21,40.38,5.68,1.53,14.58
933,2020-07-22,40.43,6.632,1.39,12.09
934,2020-07-23,50.25,10.200000000000001,1.67,13.3
935,2020-07-24,45.47,6.46,1.66,18.8
936,2020-07-25,62.65,6.29,1.34,14.39
937,2020-07-26,70.83,6.53,1.84,19.06
938,2020-07-27,42.86,6.23,1.26,18.39
939,2020-07-28,37.36,6.2,1.11,16.55
940,2020-07-29,40.2,6.94,1.42,18.3
941,2020-07-30,32.67,6.04,1.27,17.57
942,2020-07-31,58.71,6.56,1.58,14.29
943,2020-01-08,50.23,6.38,1.16,13.93
944,2020-02-08,33.37,5.82,0.94,15.69
945,2020-03-08,38.79,6.1,0.84,15.0
946,2020-04-08,39.15,6.67,1.03,18.25
947,2020-05-08,61.48,6.61,1.54,15.78
948,2020-06-08,33.74,6.34,1.12,15.19
949,2020-07-08,45.47,6.96,1.27,17.22
950,2020-08-08,68.12,6.49,1.13,16.04
951,2020-09-08,63.7,6.8,1.13,17.5
952,2020-10-08,39.93,4.73,1.33,26.38
953,2020-11-08,55.22,3.85,1.16,29.37
954,2020-12-08,43.95,3.86,0.88,22.8
955,2020-08-13,36.0,5.59,1.09,27.29
956,2020-08-14,39.25,8.19,1.23,19.84
957,2020-08-15,47.03,6.89,0.9,17.65
958,2020-08-16,43.58,7.92,1.01,25.83
959,2020-08-17,45.81,8.36,1.51,27.51
960,2020-08-18,47.6,7.57,1.26,22.95
961,2020-08-19,40.38,8.57,1.4,22.9
962,2020-08-20,31.06,8.91,1.4,23.55
963,2020-08-21,26.45,8.44,1.47,22.97
964,2020-08-22,27.77,7.16,0.87,18.28
965,2020-08-23,24.19,7.16,0.88,21.05
966,2020-08-24,13.58,7.72,1.24,47.83
967,2020-08-25,20.82,8.04,1.32,58.75
968,2020-08-26,15.65,5.02,0.85,50.51
969,2020-08-27,16.8,4.42,1.07,56.6
970,2020-08-28,31.36,6.12,1.7,61.3
971,2020-08-29,31.07,6.04,1.46,61.03
972,2020-08-30,16.6,5.01,0.77,61.45
973,2020-08-31,12.36,5.8,1.15,57.4
974,2020-01-09,16.12,5.23,1.1,49.72
975,2020-02-09,24.81,4.62,1.1,35.9
976,2020-03-09,33.9,4.49,0.96,24.48
977,2020-04-09,37.75,4.65,1.36,23.85
978,2020-05-09,32.2,2.9,1.03,22.17
979,2020-06-09,21.48,3.69,0.97,24.47
980,2020-07-09,35.71,3.88,1.21,23.13
981,2020-08-09,17.76,3.34,0.8,23.34
982,2020-09-09,32.99,3.92,0.93,21.85
983,2020-10-09,35.43,3.11,1.03,21.13
984,2020-11-09,37.62,4.11,1.32,27.17
985,2020-12-09,43.36,4.9,1.35,22.98
986,2020-09-13,42.96,4.27,1.15,23.7
987,2020-09-14,68.28,5.09,1.66,29.25
988,2020-09-15,66.85,4.28,1.3,23.46
989,2020-09-16,70.94,4.7,1.18,22.57
990,2020-09-17,48.92,2.65,0.75,22.91
991,2020-09-18,41.06,3.19,0.78,22.84
992,2020-09-19,64.0,3.89,1.18,23.32
993,2020-09-20,77.62,4.64,1.2,21.05
994,2020-09-21,63.61,3.36,0.95,22.36
995,2020-09-22,49.6,4.62,1.38,23.97
996,2020-09-23,35.49,4.42,1.18,27.35
997,2020-09-24,52.83,6.7,1.12,25.55
998,2020-09-25,62.63,7.54,1.59,24.12
999,2020-09-26,65.88,8.96,1.6,27.84
1000,2020-09-27,42.14,8.91,1.14,21.75
1001,2020-09-28,64.26,9.8,1.32,21.8
1002,2020-09-29,70.12,7.8,1.16,22.06
1003,2020-09-30,57.6,12.77,1.16,20.27
1004,2020-01-10,60.17,11.81,1.65,21.33
1005,2020-02-10,81.12,13.04,1.7,24.85
1006,2020-03-10,82.46,17.8,1.82,27.81
1007,2020-04-10,81.89,22.68,1.68,24.13
1008,2020-05-10,75.33,20.03,1.75,27.23
1009,2020-06-10,75.93,26.13,2.39,30.01
1010,2020-07-10,89.71,25.42,2.05,27.14
1011,2020-08-10,84.02,27.55,2.01,25.86
1012,2020-09-10,91.02,24.83,2.01,27.77
1013,2020-10-10,115.62,31.56,1.9,29.47
1014,2020-11-10,116.25,30.7,1.98,30.09
1015,2020-12-10,154.8,35.97,3.23,38.27
1016,2020-10-13,161.31,27.16,4.03,43.18
1017,2020-10-14,174.8,17.9,3.37,34.76
1018,2020-10-15,182.62,30.04,2.53,29.07
1019,2020-10-16,139.26,27.57,2.82,27.63
1020,2020-10-17,147.85,23.46,3.62,36.54
1021,2020-10-18,110.67,17.84,2.37,31.95
1022,2020-10-19,129.84,22.67,2.31,28.02
1023,2020-10-20,112.7,25.07,3.22,34.53
1024,2020-10-21,123.4,18.53,3.89,42.18
1025,2020-10-22,172.23,33.5,4.56,38.99
1026,2020-10-23,201.34,27.7,4.43,43.05
1027,2020-10-24,172.91,24.01,4.4,39.34
1028,2020-10-25,149.61,21.11,4.56,38.08
1029,2020-10-26,157.62,30.24,4.12,40.53
1030,2020-10-27,139.26,17.3,3.36,35.51
1031,2020-10-28,197.45,24.11,3.65,42.23
1032,2020-10-29,234.76,26.86,4.95,53.93
1033,2020-10-30,219.19,23.32,3.83,38.12
1034,2020-10-31,252.1,23.76,3.02,25.48
1035,2020-01-11,210.1,27.95,3.23,30.58
1036,2020-02-11,169.62,22.26,3.53,37.46
1037,2020-03-11,176.82,19.74,4.56,51.47
1038,2020-04-11,276.91,23.87,4.24,44.86
1039,2020-05-11,367.45,24.15,4.14,41.86
1040,2020-06-11,429.88,21.13,4.56,50.58
1041,2020-07-11,346.48,24.83,4.48,54.92
1042,2020-08-11,389.61,32.29,5.15,60.82
1043,2020-09-11,514.25,22.93,5.89,56.34
1044,2020-10-11,578.43,21.52,6.03,55.04
1045,2020-11-11,113.02355151515151,12.62075807514832,1.761354166666667,40.640314814814815
1046,2020-12-11,430.43,29.98,4.74,38.9
1047,2020-11-13,482.68,19.38,5.14,41.28
1048,2020-11-14,578.67,22.63,5.03,41.98
1049,2020-11-15,659.29,24.14,3.42,32.31
1050,2020-11-16,132.65,12.43,2.13,29.5
1051,2020-11-17,79.95,12.47,2.11,31.41
1052,2020-11-18,119.75,11.12,2.37,24.09
1053,2020-11-19,140.26,17.98,2.77,29.1
1054,2020-11-20,155.46,17.61,2.29,26.1
1055,2020-11-21,120.75,16.67,2.22,22.52
1056,2020-11-22,152.58,16.96,2.67,26.42
1057,2020-11-23,209.14,18.99,4.57,34.48
1058,2020-11-24,273.37,23.9,6.52,43.14
1059,2020-11-25,314.73,24.11,4.44,36.99
1060,2020-11-26,129.92,15.67,2.31,26.44
1061,2020-11-27,89.6,14.1,2.14,24.88
1062,2020-11-28,132.75,13.33,2.68,22.73
1063,2020-11-29,141.97,18.17,3.91,19.61
1064,2020-11-30,194.43,15.56,4.77,36.42
1065,2020-01-12,201.05,20.68,5.26,38.33
1066,2020-02-12,186.03,19.82,4.39,35.75
1067,2020-03-12,152.18,17.85,4.04,36.7
1068,2020-04-12,227.25,23.39,6.74,48.32
1069,2020-05-12,235.59,15.44,4.42,39.64
1070,2020-06-12,221.15,17.21,3.8,38.83
1071,2020-07-12,228.67,8.34,3.78,36.57
1072,2020-08-12,192.12,15.0,4.75,43.9
1073,2020-09-12,177.09,19.24,4.78,43.96
1074,2020-10-12,124.42,19.03,3.2,36.73
1075,2020-11-12,164.0,21.3,3.69,42.76
1076,2020-12-12,243.35,8.89,3.13,36.28
1077,2020-12-13,119.31,8.48,1.87,28.92
1078,2020-12-14,87.43,11.51,1.77,23.98
1079,2020-12-15,115.39,25.9,1.92,22.43
1080,2020-12-16,111.88,9.62,2.03,22.13
1081,2020-12-17,120.64,5.58,2.09,20.75
1082,2020-12-18,123.38,11.04,2.45,20.59
1083,2020-12-19,140.08,13.14,2.66,21.01
1084,2020-12-20,174.51,15.26,3.23,26.27
1085,2020-12-21,195.78,27.05,4.24,31.03
1086,2020-12-22,367.27,22.86,6.31,43.44
1087,2020-12-23,315.85,26.11,7.07,52.84
1088,2020-12-24,297.22,23.1,5.81,43.53
1089,2020-12-25,184.82,11.97,3.69,30.65
1090,2020-12-26,201.73,10.48,4.19,31.8
1091,2020-12-27,233.82,23.88,4.44,37.16
1092,2020-12-28,62.52,21.63,2.48,20.99
1093,2020-12-29,86.41,11.19,2.63,21.88
1094,2020-12-30,130.75,6.26,2.98,22.65
1095,2020-12-31,187.07,8.53,3.81,24.76
1096,2021-01-01,363.12,21.39,6.75,39.14
1097,2021-02-01,260.94,20.41,4.45,30.58
1098,2021-03-01,117.07,12.43,3.13,28.0
1099,2021-04-01,80.38,11.05,3.0,31.62
1100,2021-05-01,60.66,11.22,2.75,35.92
1101,2021-06-01,102.86,12.04,2.48,43.01
1102,2021-07-01,78.06,7.1,1.65,34.02
1103,2021-08-01,104.67,9.71,1.59,29.59
1104,2021-09-01,123.24,15.52,0.97,24.99
1105,2021-10-01,90.52,4.97,0.57,21.27
1106,2021-11-01,100.01,3.89,0.98,21.73
1107,2021-12-01,149.8,7.19,1.0,27.58
1108,2021-01-13,191.36,10.17,1.47,30.11
1109,2021-01-14,326.26,20.52,3.36,41.55
1110,2021-01-15,357.7,20.45,3.81,40.81
1111,2021-01-16,280.92,10.64,1.25,30.9
1112,2021-01-17,239.34,8.87,0.34,25.62
1113,2021-01-18,247.92,16.75,5.15,31.71
1114,2021-01-19,304.86,12.69,3.05,32.96
1115,2021-01-20,173.32,6.94,1.28,20.73
1116,2021-01-21,239.18,10.39,1.72,23.44
1117,2021-01-22,528.88,15.31,3.36,46.42
1118,2021-01-23,434.26,12.22,1.48,19.98
1119,2021-01-24,615.48,9.63,1.15,21.48
1120,2021-01-25,366.27,8.35,1.43,20.81
1121,2021-01-26,182.26,11.75,1.82,25.14
1122,2021-01-27,194.12,13.23,2.04,24.67
1123,2021-01-28,296.91,21.39,3.81,38.18
1124,2021-01-29,235.04,16.15,2.53,34.0
1125,2021-01-30,152.08,17.79,1.58,25.12
1126,2021-01-31,164.93,16.4,2.68,33.68
1127,2021-01-02,254.8,20.69,3.71,53.36
1128,2021-02-02,194.88,29.84,3.16,43.61
1129,2021-03-02,195.39,20.77,1.96,36.06
1130,2021-04-02,151.2,14.31,1.55,33.04
1131,2021-05-02,78.82,13.73,1.33,27.91
1132,2021-06-02,103.91,18.34,1.07,21.27
1133,2021-07-02,140.3,17.85,1.58,23.46
1134,2021-08-02,216.31,10.01,2.86,39.57
1135,2021-09-02,200.81,34.19,3.52,132.71
1136,2021-10-02,196.96,36.07,3.39,84.21
1137,2021-11-02,190.44,30.63,2.5,44.21
1138,2021-12-02,273.4,27.58,2.92,128.17
1139,2021-02-13,170.85,21.29,3.19,210.49
1140,2021-02-14,128.084,27.26,4.22,235.41
1141,2021-02-15,164.67,25.07,3.6,267.82
1142,2021-02-16,228.51,40.92,2.41,234.52
1143,2021-02-17,251.87,34.41,3.06,203.26
1144,2021-02-18,305.0,29.45,2.34,145.26
1145,2021-02-19,243.56,22.13,1.71,118.09
1146,2021-02-20,143.07,23.36,1.68,151.39
1147,2021-02-21,183.69,28.06,1.57,137.23
1148,2021-02-22,139.09,25.73,1.35,237.27
1149,2021-02-23,108.41,32.07,2.16,242.03
1150,2021-02-24,132.63,40.05,3.13,233.78
1151,2021-02-25,135.21,33.48,1.95,167.4
1152,2021-02-26,108.91,38.47,1.66,177.37
1153,2021-02-27,76.6,26.55,1.79,98.32
1154,2021-02-28,71.98,35.77,0.87,128.25
1155,2021-01-03,70.91,32.08,0.79,228.08
1156,2021-02-03,61.41,35.93,0.47,245.24
1157,2021-03-03,89.47,44.94,1.89,310.17
1158,2021-04-03,175.8,57.19,4.09,33.646
1159,2021-05-03,110.54,29.64,1.24,104.84
1160,2021-06-03,129.17,42.02,1.85,48.62
1161,2021-07-03,219.87,55.16,2.44,76.66
1162,2021-08-03,127.72,33.77,1.47,36.95
1163,2021-09-03,161.12,46.25,1.49,14.09
1164,2021-10-03,84.09,47.42,1.06,5.23
1165,2021-11-03,135.43,59.08,2.32,33.14
1166,2021-12-03,88.04,33.49,1.09,24.0
1167,2021-03-13,129.47,56.56,1.19,7.71
1168,2021-03-14,108.32,45.55,0.67,5.77
1169,2021-03-15,143.95,42.36,0.66,30.08
1170,2021-03-16,150.39,40.42,0.77,29.36
1171,2021-03-17,137.94,31.48,1.92,31.89
1172,2021-03-18,139.21,27.38,2.78,32.84
1173,2021-03-19,112.78,31.52,1.45,29.08
1174,2021-03-20,125.24,31.37,1.74,27.01
1175,2021-03-21,107.84,28.81,2.11,42.15
1176,2021-03-22,85.31,30.16,1.73,32.68
1177,2021-03-23,79.07,27.1,1.57,29.56
1178,2021-03-24,76.86,27.5,1.05,24.76
1179,2021-03-25,47.85,16.67,0.78,24.85
1180,2021-03-26,76.47,27.63,1.07,24.91
1181,2021-03-27,107.49,27.96,2.21,25.43
1182,2021-03-28,146.8,31.21,3.01,25.21
1183,2021-03-29,166.72,35.91,2.09,25.45
1184,2021-03-30,132.82,17.62,1.95,24.33
1185,2021-03-31,56.96,20.77,0.88,20.9
1186,2021-01-04,48.79,26.21,1.01,20.38
1187,2021-02-04,68.86,35.83,1.43,21.44
1188,2021-03-04,71.97,31.79,2.11,48.03
1189,2021-04-04,75.15,33.3,2.47,51.2
1190,2021-05-04,109.36,45.59,3.63,39.78
1191,2021-06-04,148.65,57.63,3.32,30.64
1192,2021-07-04,88.68,26.79,2.17,30.69
1193,2021-08-04,56.94,28.79,2.37,70.0
1194,2021-09-04,65.91,29.87,2.92,50.46
1195,2021-10-04,66.05,25.58,2.74,42.26
1196,2021-11-04,80.54,46.71,2.98,36.64
1197,2021-12-04,113.66,46.95,2.96,33.21
1198,2021-04-13,103.13,43.06,2.75,32.97
1199,2021-04-14,70.98,37.48,2.29,30.19
1200,2021-04-15,82.22,32.45,2.68,31.53
1201,2021-04-16,91.34,32.41,2.71,30.03
1202,2021-04-17,59.49,18.68,2.12,30.84
1203,2021-04-18,76.88,29.0,2.56,31.72
1204,2021-04-19,82.63,30.9,3.14,34.81
1205,2021-04-20,85.92,51.79,2.5,32.27
1206,2021-04-21,65.46,24.42,2.12,33.83
1207,2021-04-22,56.8,23.33,2.35,33.0
1208,2021-04-23,50.91,24.62,2.3,34.82
1209,2021-04-24,44.62,28.29,2.32,36.29
1210,2021-04-25,95.46,32.22,2.95,34.7
1211,2021-04-26,177.63,47.03,3.9,36.64
1212,2021-04-27,180.05,47.88,4.02,34.24
1213,2021-04-28,322.88,111.03,5.0,33.27
1214,2021-04-29,75.76,24.01,2.34,34.83
1215,2021-04-30,173.32,65.25,3.42,34.16
1216,2021-01-05,113.02355151515151,12.62075807514832,1.761354166666667,40.640314814814815
1217,2021-02-05,113.02355151515151,12.62075807514832,1.761354166666667,40.640314814814815
1218,2021-03-05,116.14000000000001,16.67,2.92,33.29
1219,2021-04-05,46.94,25.46,2.64,35.95
1220,2021-05-05,90.17,25.39,2.62,34.4
1221,2021-06-05,199.56,15.92,2.45,33.47
1222,2021-07-05,105.346,24.93,2.59,35.22
1223,2021-08-05,129.41199999999998,23.01,2.9,34.99
1224,2021-09-05,65.86999999999999,19.5,2.35,33.48
1225,2021-10-05,27.6,18.08,2.68,33.88
1226,2021-11-05,25.16,20.32,2.31,32.82
1227,2021-12-05,22.33,19.3,2.18,34.34
1228,2021-05-13,21.05,10.34,2.19,32.68
1229,2021-05-14,27.48,12.54,2.15,33.71
1230,2021-05-15,24.88,16.93,2.33,33.43
1231,2021-05-16,31.09,32.55,3.03,38.62
1232,2021-05-17,242.37800000000001,16.22,4.43,87.13000000000001
1233,2021-05-18,114.38799999999999,11.5,2.85,31.140000000000004
1234,2021-05-19,151.178,5.26,2.66,34.264
1235,2021-05-20,124.85799999999999,2.72,2.66,48.11000000000001
1236,2021-05-21,145.052,2.17,2.61,77.50000000000001
1237,2021-05-22,143.68,6.29,2.21,66.226
1238,2021-05-23,149.93,7.79,2.17,97.94800000000001
1239,2021-05-24,134.882,10.69,2.09,7.3
1240,2021-05-25,135.44199999999998,11.71,2.2,7.49
1241,2021-05-26,174.866,14.4,2.78,6.81
1242,2021-05-27,161.35600000000002,8.38,2.93,5.64
1243,2021-05-28,159.19,3.57,2.25,6.47
1244,2021-05-29,39.034,3.01,2.01,6.22
1245,2021-05-30,131.594,3.27,1.91,6.29
1246,2021-05-31,205.96200000000005,8.57,2.5,7.27
1247,2021-01-06,77.98400000000001,3.96,2.25,14.77
1248,2021-02-06,122.33400000000002,5.41,2.36,22.34
1249,2021-03-06,124.2,6.89,2.42,22.29
1250,2021-04-06,159.24,5.4,2.34,21.05
1251,2021-05-06,87.63,4.19,2.05,20.87
1252,2021-06-06,155.25,4.4,2.28,21.76
1253,2021-07-06,258.73,8.81,2.46,22.46
1254,2021-08-06,182.06,5.27,2.35,22.66
1255,2021-09-06,76.66,5.12,1.74,28.83
1256,2021-10-06,78.4,2.75,1.7,38.79
1257,2021-11-06,62.31,3.07,1.57,34.3
1258,2021-12-06,43.82,3.44,1.44,34.77
1259,2021-06-13,59.09,3.33,1.49,38.84
1260,2021-06-14,57.66,3.87,1.53,36.04
1261,2021-06-15,54.25,4.35,1.38,40.82
1262,2021-06-16,54.91,3.57,1.53,32.69
1263,2021-06-17,60.49,2.99,1.51,33.19
1264,2021-06-18,41.59,2.97,1.35,35.41
1265,2021-06-19,46.01,2.99,1.18,38.05
1266,2021-06-20,42.54,2.52,1.14,32.78
1267,2021-06-21,68.83,2.87,1.5,36.32
1268,2021-06-22,76.04,3.66,1.6,37.38
1269,2021-06-23,110.23,9.47,1.99,39.64
1270,2021-06-24,82.48,4.5,1.49,39.87
1271,2021-06-25,84.19,9.01,1.43,40.38
1272,2021-06-26,69.4,7.23,1.63,35.59
1273,2021-06-27,98.82,3.85,1.7,36.32
1274,2021-06-28,101.76,4.36,1.9,38.55
1275,2021-06-29,106.78,7.26,1.9,39.97
1276,2021-06-30,72.73,8.64,1.37,38.68
1277,2021-01-07,56.71,8.13,1.37,32.03
1278,2021-02-07,62.01,6.24,1.44,22.79
1279,2021-03-07,46.38,3.25,1.27,22.38
1280,2021-04-07,113.02355151515151,12.62075807514832,1.761354166666667,40.640314814814815
1281,2021-05-07,113.02355151515151,12.62075807514832,1.761354166666667,40.640314814814815
1282,2021-06-07,113.02355151515151,12.62075807514832,1.761354166666667,40.640314814814815
1283,2021-07-07,117.946,6.8,2.41,50.402
1284,2021-08-07,46.0,9.47,1.63,11.25
1285,2021-09-07,64.34,7.33,2.09,11.21
1286,2021-10-07,46.35,6.89,1.67,11.38
1287,2021-11-07,64.33,6.8,1.42,11.28
1288,2021-12-07,48.83,7.0,1.5,11.3
1289,2021-07-13,113.02355151515151,12.62075807514832,1.761354166666667,40.640314814814815
1290,2021-07-14,56.46,8.47,1.8,16.17
1291,2021-07-15,105.93,6.82,1.53,16.6
1292,2021-07-16,100.29,7.13,1.38,16.84
1293,2021-07-17,126.88,6.87,1.37,16.83
1294,2021-07-18,91.5,6.92,1.24,16.93
1295,2021-07-19,44.0,7.08,1.3,17.04
1296,2021-07-20,97.99,7.4,1.57,17.43
